NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,City,State2,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Zip5,Address,taxonomy
1760492672,2,"PA ARTIFICIAL LIMB & BRACE CO., INC",4859 N RIDGE W,ASHTABULA,OH,44004,4409691144,44004,4859 N RIDGE W,335E00000X
1316195019,2,SWANSON ORTHOTICS & PROSTHETICS CENTER INC,3048 NAVARRE AVE,OREGON,OH,43616,4196900026,43616,3048 NAVARRE AVE,335E00000X
1457326019,2,"SWANSON ORTHOTICS & PROSTHETICS CENTER, INC.",3148B W CENTRAL AVE,TOLEDO,OH,43606,4194728910,43606,3148B W CENTRAL AVE,335E00000X
1750473195,2,"ACE PROSTHETICS, INC.",4971 ARLINGTON CENTRE BLVD,COLUMBUS,OH,43220,6142918325,43220,4971 ARLINGTON CENTRE BLVD,335E00000X
1124175625,2,"AMERICAN ORTHOPEDICS, INC",2200 N LIMESTONE ST,SPRINGFIELD,OH,45503,9373420150,45503,2200 N LIMESTONE ST,335E00000X
1548270440,2,"HANGER PROSTHETICS & ORTHOTICS EAST, INC.",61 N CLEVELAND MASSILLON RD UNIT C,AKRON,OH,44333,3306708263,44333,61 N CLEVELAND MASSILLON RD,335E00000X
1861566739,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1 CANAL SQUARE PLZ STE 140,AKRON,OH,44308,3303749544,44308,1 CANAL SQUARE PLZ,335E00000X
1952475824,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,33 NORTH AVE STE 201,TALLMADGE,OH,44278,3306339807,44278,33 NORTH AVE,335E00000X
1487728523,2,HANGER PROSTHETICS & ORTHOTICS INC,1168 JACKSON PIKE,GALLIPOLIS,OH,45631,7404466879,45631,1168 JACKSON PIKE,335E00000X
1043384910,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,4663 WHIPPLE AVE NW,CANTON,OH,44718,3304790020,44718,4663 WHIPPLE AVE NW,335E00000X
1881698678,2,"CUSTOM CARE ORTHOTICS AND PROSTHETICS, INC.",1125 HEBRON RD,HEATH,OH,43056,7403444925,43056,1125 HEBRON RD,335E00000X
1932273828,2,HANGER PROSTHETICS & ORTHOTICS INC,10615 MONTGOMERY RD STE 201,CINCINNATI,OH,45242,5137458410,45242,10615 MONTGOMERY RD,335E00000X
1831263979,2,HANGER PROSTHETICS & ORTHOTICS INC,2135 DANA AVE STE 100,CINCINNATI,OH,45207,5134215653,45207,2135 DANA AVE,335E00000X
1114091006,2,HANGER PROSTHETICS & ORTHOTICS INC,8178 BEECHMONT AVE,ANDERSON,OH,45255,5134215653,45255,8178 BEECHMONT AVE,335E00000X
1073849667,2,BIOCARE ORTHOPEDIC PROSTHETIC & ORTHOTICS INC,2976 E BROAD ST,COLUMBUS,OH,43209,6147547514,43209,2976 E BROAD ST,335E00000X
1437103447,2,BIOCARE ORTHOPEDIC PROSTHETIC &ORTHOTICS INC,8889 BASIL WESTERN RD,CANAL WINCHESTER,OH,43110,6149202811,43110,8889 BASIL WESTERN RD,335E00000X
1659729291,2,MASTERS PROSTHETICS & ORTHOTICS LLC,1352 W 4TH ST,ONTARIO,OH,44906,8446271577,44906,1352 W 4TH ST,335E00000X
1104399138,2,AMERICAN ORTHOPEDICS INC,1459 MARION WALDO RD STE 230,MARION,OH,43302,7403759100,43302,1459 MARION WALDO RD,335E00000X
1447729553,2,REFORM PROSTHETICS LLC,4444 KEYSTONE DR STE F,MAUMEE,OH,43537,4194015010,43537,4444 KEYSTONE DR,335E00000X
1659443398,2,HANGER PROSTHETICS & ORTHOTICS INC,1301 RIVER VALLEY BLVD,LANCASTER,OH,43130,7406541884,43130,1301 RIVER VALLEY BLVD,335E00000X
1295104743,2,HANGER PROSTHETICS & ORTHOTICS INC,97 S MAIN ST,CENTERVILLE,OH,45458,9372913304,45458,97 S MAIN ST,335E00000X
1902275456,2,HANGER PROSTHETICS & ORTHOTICS INC,30 WARDER ST STE 125,SPRINGFIELD,OH,45504,9373255404,45504,30 WARDER ST,335E00000X
1396114849,2,HANGER PROSTHETICS & ORTHOTICS INC,100 CAMPUS LOOP RD STE 2A,MIDDLETOWN,OH,45005,5134224522,45005,100 CAMPUS LOOP RD,335E00000X
1629446091,2,MILLER PROSTHETICS & ORTHOTICS,2354 RICHMILLER LN,BELPRE,OH,45714,7404214211,45714,2354 RICHMILLER LN,335E00000X
1215032669,2,GAITWELL ORTHOTICS AND PEDORTHICS,1 N COMMERCE PARK DR,CINCINNATI,OH,45215,5138292217,45215,1 N COMMERCE PARK DR,222Z00000X
1477523587,2,GAITWELL ORTHOTICS AND PEDORTHICS,200 WASHINGTON JACKSON RD,EATON,OH,45320,9374564800,45320,200 WASHINGTON JACKSON RD,222Z00000X
1912525221,2,ADVANCED ORTHOTIC SOLUTIONS LLC,5820 RIDGE AVE,CINCINNATI,OH,45213,5137069098,45213,5820 RIDGE AVE,222Z00000X
1497876007,2,"CAPITAL PROSTHETIC AND ORTHOTIC CENTER, INC.",4035 NORTHPOINTE DR,ZANESVILLE,OH,43701,7404539545,43701,4035 NORTHPOINTE DR,335E00000X
1356462956,2,"CAPITAL PROSTHETIC AND ORTHOTIC CENTER, INC",55 S TERRACE AVE,NEWARK,OH,43055,7405223331,43055,55 S TERRACE AVE,335E00000X
1902927510,2,"CAPITAL PROSTHETIC AND ORTHOTIC CENTER, INC.",625 CLINE AVE,MANSFIELD,OH,44907,5675602051,44907,625 CLINE AVE,335E00000X
1811018609,2,"CAPITAL PROSTHETIC AND ORTHOTIC CENTER, INC.",4678 LARWELL DR,COLUMBUS,OH,43220,6144510446,43220,4678 LARWELL DR,335E00000X
1700950680,2,HANGER PROSTHETICS & ORTHOTICS INC,2605 SUNSET BLVD UNIT C,STEUBENVILLE,OH,43952,7402666400,43952,2605 SUNSET BLVD,335E00000X
1720080005,2,CANTON ORTHOTIC LABORATORY INC,811 12TH ST NW,CANTON,OH,44703,3304542081,44703,811 12TH ST NW,335E00000X
1568467074,2,"HETZLER OCULAR PROSTHETIC, INC",130 TRI COUNTY PKWY,CINCINNATI,OH,45246,5137716029,45246,130 TRI COUNTY PKWY,335E00000X
1386642049,2,"CERTIFIED ORTHOTIC & PROSTHETIC, INC",1136 INDEPENDENCE AVE,MARION,OH,43302,7403833490,43302,1136 INDEPENDENCE AVE,335E00000X
1669471009,2,CENTRAL OHIO ORTHOTIC & PROSTHETIC CTR INC,3059 E MOUND ST,COLUMBUS,OH,43209,6142314256,43209,3059 E MOUND ST,335E00000X
1467450726,2,"CERTIFIED ORTHOTIC & PROSTHETIC, INC",271 CLINE AVE,MANSFIELD,OH,44907,4197566226,44907,271 CLINE AVE,335E00000X
1376527986,2,"ORTHOTICS & PROSTHETICS REHABILITATION ENGINEERING CENTRE, INC.",700 HOWLAND WILSON RD SE,WARREN,OH,44484,3308562553,44484,700 HOWLAND WILSON RD SE,335E00000X
1750356945,2,"SWANSON ORTHOTICS & PROSTHETICS CENTER, INC.",735 S SHOOP AVE,WAUSEON,OH,43567,4193356400,43567,735 S SHOOP AVE,335E00000X
1073576617,2,CANTON ORTHOTIC LABORATORY INC,2400 WALES AVE NW,MASSILLON,OH,44646,3308330955,44646,2400 WALES AVE NW,335E00000X
1982619367,2,ORTHOCARE AMERICA INC.,199 S CHILLICOTHE RD,AURORA,OH,44202,3305622455,44202,199 S CHILLICOTHE RD,335E00000X
1083726228,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",7981 HILLS AND DALES RD NW,MASSILLON,OH,44646,3308339411,44646,7981 HILLS AND DALES RD NW,335E00000X
1447348818,2,ORTHOTIC & PROSTHETIC SOLUTIONS,11115 KENWOOD ROAD,CINCINNATI,OH,45242,5137940340,45242,11115 KENWOOD ROAD,335E00000X
1811055411,2,HANGER PROSTHETICS & ORTHOTICS INC,4801 DRESSLER RD NW STE 188,CANTON,OH,44718,3304922300,44718,4801 DRESSLER RD NW,335E00000X
1427114362,2,"ORTHOTIC & PROSTHETIC SPECIALTIES, INC.",11100 EUCLID AVE,CLEVELAND,OH,44106,2165312773,44106,11100 EUCLID AVE,335E00000X
1316004971,2,COMPREHENSIVE BRACE AND LIMB CENTER,2235 E PERSHING ST,SALEM,OH,44460,3303378333,44460,2235 E PERSHING ST,335E00000X
1265580682,2,ORTHOTIC SOLUTIONS INC,582 WEST MARKET ST,AKRON,OH,44303,3302533002,44303,582 WEST MARKET ST,335E00000X
1770579690,2,WESTERN RESERVE ORTHOTICS PROSTHETICS CENTRE INC,6431 MAHONING AVE,AUSTINTOWN,OH,44515,3307926826,44515,6431 MAHONING AVE,335E00000X
1851365472,2,FIDELITY ORTHOPEDIC INC,7677 YANKEE ST,CENTERVILLE,OH,45459,9374357041,45459,7677 YANKEE ST,335E00000X
1922170661,2,HANGER PROSTHETICS & ORTHOTICS INC,1420 11TH ST,PORTSMOUTH,OH,45662,7403544775,45662,1420 11TH ST,335E00000X
1942679402,2,HANGER PROSTHETICS & ORTHOTICS INC,1 ELIZABETH PL STE 300,DAYTON,OH,45417,9372285462,45417,1 ELIZABETH PL,335E00000X
1689748550,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,255 TAYLOR STATION RD STE 200,COLUMBUS,OH,43213,6144718210,43213,255 TAYLOR STATION RD,335E00000X
1740612852,2,HANGER PROSTHETICS & ORTHOTICS INC,1210 GEMINI PL STE 191,COLUMBUS,OH,43240,6144363516,43240,1210 GEMINI PL,335E00000X
1578637617,2,HANGER PROSTHETICS & ORTHOTICS INC,2051 N BRIDGE ST,CHILLICOTHE,OH,45601,7407734021,45601,2051 N BRIDGE ST,335E00000X
1780777375,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",5551 MONROE ST,SYLVANIA,OH,43560,4198419852,43560,5551 MONROE ST,335E00000X
1831263722,2,HANGER PROSTHETICS & ORTHOTICS INC,1136 INDEPENDENCE AVE,MARION,OH,43302,7403833490,43302,1136 INDEPENDENCE AVE,335E00000X
1558435602,2,HANGER PROSTHETICS & ORTHOTICS INC,29101 HEALTH CAMPUS DR STE 104,WESTLAKE,OH,44145,4408926665,44145,29101 HEALTH CAMPUS DR,335E00000X
1285204248,2,"AMERICAN ORTHOPEDICS, INC",855 W MARKET ST STE C,LIMA,OH,45805,4199090404,45805,855 W MARKET ST,335E00000X
1699354407,2,"J.F. ROWLEY PROSTHETIC AND ORTHOTIC LABORATORIES, INC.",10547 MONTGOMERY RD STE 600,MONTGOMERY,OH,45242,5137917767,45242,10547 MONTGOMERY RD,335E00000X
1457351785,2,"PERRY PROSTHETICS, INC.",970 W SOUTH BOUNDARY ST,PERRYSBURG,OH,43551,4198727336,43551,970 W SOUTH BOUNDARY ST,335E00000X
1073077590,2,"SPICER ORTHOPEDICS, LLC",11237 FAIROAKS RD NE STE B,BOLIVAR,OH,44612,3305951010,44612,11237 FAIROAKS RD NE,335E00000X
1528731064,2,"PERRY PROSTHETICS, INC.",7523 PATRIOT DR,FINDLAY,OH,45840,4198727336,45840,7523 PATRIOT DR,335E00000X
1104998848,2,HANGER PROSTHETICS & ORTHOTICS INC,1054 BELLEFONTAINE AVE STE B,LIMA,OH,45804,4192299267,45804,1054 BELLEFONTAINE AVE,335E00000X
1467444190,2,"LUKE PROSTHETIC AND ORTHOTIC LAB, INC.",315 E FOULKE AVE,FINDLAY,OH,45840,7409930066,45840,315 E FOULKE AVE,335E00000X
1154323558,2,"LEIMKUEHLER ORTHOTIC-PROSTHETIC CENTER, INC.",205 N LEAVITT RD,AMHERST,OH,44001,4409885770,44001,205 N LEAVITT RD,335E00000X
1528080140,2,"LEIMKUEHLER ORTHOTIC-PROSTHETIC CENTER, INC.",28350 LORAIN RD,N OLMSTED,OH,44070,4409799226,44070,28350 LORAIN RD,335E00000X
1437171055,2,"LEIMKUEHLER ORTHOTIC-PROSTHETIC CENTER, INC.",1807 W PERKINS AVE,SANDUSKY,OH,44870,4196255373,44870,1807 W PERKINS AVE,335E00000X
1013305960,2,HANGER PROSTHETICS & ORTHOTICS INC,7067 TIFFANY BLVD STE 120,YOUNGSTOWN,OH,44514,3307581143,44514,7067 TIFFANY BLVD,335E00000X
1669651931,2,"THECODA PROSTHETICS,LLC",6315 PEARL RD STE 301B,PARMA HEIGHTS,OH,44130,4402896977,44130,6315 PEARL RD,335E00000X
1013081900,2,HANGER PROSTHETICS & ORTHOTICS INC,7007 W PLEASANT VALLEY RD,PARMA,OH,44129,4408424251,44129,7007 W PLEASANT VALLEY RD,335E00000X
1932446812,2,PROSTHETIX SHOP LLC,431 OHIO PIKE,CINCINNATI,OH,45255,5138435126,45255,431 OHIO PIKE,335E00000X
1871923599,2,BRIGHT PROSTHETICS INC.,26401 EMERY RD SUITE 111,WARRENSVILLE HEIGHTS,OH,44128,2163425516,44128,26401 EMERY RD,335E00000X
1811638208,2,PROSTHETIX SHOP LLC,2853 BROADWAY,URBANCREST,OH,43123,6145004215,43123,2853 BROADWAY,335E00000X
1740352483,2,HANGER PROSTHETICS & ORTHOTICS INC,930 ORCHARD HILL RD,ZANESVILLE,OH,43701,7404546215,43701,930 ORCHARD HILL RD,335E00000X
1770204026,2,NEXT STEP PROSTHETICS OF OHIO LLC,4830 KNIGHTSBRIDGE BLVD STE M,COLUMBUS,OH,43214,6143055155,43214,4830 KNIGHTSBRIDGE BLVD,335E00000X
1871840447,2,"PRESQUE ISLE ORTHOTICS AND PROSTHETICS OF OHIO, LLC",14055 CEDAR RD STE 107,SOUTH EUCLID,OH,44118,2163710660,44118,14055 CEDAR RD,335E00000X
1407504301,2,JF ROWLEY PROSTHETIC AND ORTHOTIC LABORATORIES INC,4357 FERGUSON DR STE 110,CINCINNATI,OH,45245,5137437044,45245,4357 FERGUSON DR,335E00000X
1427390145,2,"MANUEL GARCIA PROSTHETICS LAB., INC.",4635 RICHMOND RD STE 106,WARRENSVILLE HEIGHTS,OH,44128,2163425384,44128,4635 RICHMOND RD,335E00000X
1275539876,2,MANUEL GARCIA PROSTHETICS LAB INC,8180 PEARL RD,STRONGSVILLE,OH,44136,4402431085,44136,8180 PEARL RD,335E00000X
1174529937,2,"ORTHOTIC PROSTHETIC CENTER, INC",419 N REYNOLDS RD,TOLEDO,OH,43615,4195312222,43615,419 N REYNOLDS RD,335E00000X
1366821571,2,"ORTHOTIC PROSTHETIC CENTER, INC",860 ANSONIA ST,OREGON,OH,43616,4196902653,43616,860 ANSONIA ST,335E00000X
1063891273,2,"ORTHOTIC PROSTHETIC CENTER, INC",1224 W WOOSTER ST,BOWLING GREEN,OH,43402,4193528161,43402,1224 W WOOSTER ST,335E00000X
1477629111,2,JF ROWLEY PROSTHETIC AND ORTHOTIC LABORATORIES INC,2729 VINE STREET,CINCINNATI,OH,45219,5138613705,45219,2729 VINE STREET,335E00000X
1902294853,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",8029 E MARKET ST,WARREN,OH,44484,3308566990,44484,8029 E MARKET ST,335E00000X
1912440843,2,FREDERICK CUSTOMEYEZ PROSTHETICS LLC,1422 EUCLID AVE,CLEVELAND,OH,44115,4015843939,44115,1422 EUCLID AVE,335E00000X
1023182912,2,HANGER PROSTHETICS & ORTHOTICS INC,660 WESSEL DR,FAIRFIELD,OH,45014,5137856120,45014,660 WESSEL DR,335E00000X
1124227384,2,SOONER ORTHOPEDICS,8121 S WESTERN AVE STE H,OKLAHOMA CITY,OK,73139,4055503922,73139,8121 S WESTERN AVE,335E00000X
1134316912,2,"PROGRESSIVE ORTHOTIC & PROSTHETIC SERVICES, INC",1631 SE WASHINGTON BLVD,BARTLESVILLE,OK,74006,9187867701,74006,1631 SE WASHINGTON BLVD,335E00000X
1578743639,2,LAWTON BRACE & LIMB CO INC,2724 W GORE BLVD,LAWTON,OK,73505,5803535525,73505,2724 W GORE BLVD,335E00000X
1235311697,2,ADA ARTIFICIAL LIMB & BRACE INC.,2727 ARLINGTON ST,ADA,OK,74820,5803327275,74820,2727 ARLINGTON ST,335E00000X
1154327310,2,ORTHOTIC PROSTHETIC SOLUTIONS,815 S PINE ST,STILLWATER,OK,74074,4053778200,74074,815 S PINE ST,335E00000X
1730352147,2,DYNAMIC PROSTHETICS,13205 S 117TH EAST AVE,BROKEN ARROW,OK,74011,9184563114,74011,13205 S 117TH EAST AVE,335E00000X
1265689814,2,ORTHOCARE SERVICES,1322 N INTERSTATE DR,NORMAN,OK,73072,4053103344,73072,1322 N INTERSTATE DR,335E00000X
1427175892,2,OKLAHOMA LIMB & BRACE CO.,1023 S 2ND ST,MCALESTER,OK,74501,9184264424,74501,1023 S 2ND ST,335E00000X
1710270905,2,"TOTAL CARE ORTHOTICS AND PROSTHETICS, LLC",6565 S YALE AVE,TULSA,OK,74136,9185025975,74136,6565 S YALE AVE,335E00000X
1811194368,2,LA FUENTE OCULAR PROSTHETICS LLC,1116 N ROBINSON AVE,OKLAHOMA CITY,OK,73103,4052362882,73103,1116 N ROBINSON AVE,335E00000X
1831442318,2,"TEXOMA ORTHOTICS AND PROSTHETICS, PLLC",1915 W GORE BLVD,LAWTON,OK,73501,5806998690,73501,1915 W GORE BLVD,335E00000X
1750791190,2,PRO TEC ORTHOTICS,3625 W MAIN ST,NORMAN,OK,73072,4055704790,73072,3625 W MAIN ST,335E00000X
1225102189,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,4401 W MEMORIAL RD STE 137,OKLAHOMA CITY,OK,73134,4057524298,73134,4401 W MEMORIAL RD,335E00000X
1639577885,2,LA FUENTE PROSTHETICS,229 N.W. 9TH STREET,OKLAHOMA CITY,OK,73102,4052362882,73102,229 NW 9TH STREET,335E00000X
1134598527,2,"TGG PROSTHETICS AND ORTHOTICS, LLC",125 E 3RD ST,EDMOND,OK,73034,4055148774,73034,125 E 3RD ST,335E00000X
1023490349,2,ETHERIDGE PROSTHETICS LLC,2202 WESTPARK DR,NORMAN,OK,73069,4057013733,73069,2202 WESTPARK DR,224P00000X
1649682519,2,"PATRIOT PROSTHETICS AND ORTHOTICS, INC.",1804 COMMONS CIR,YUKON,OK,73099,4055776778,73099,1804 COMMONS CIR,335E00000X
1477905669,2,TOTAL CARE ORTHOTICS AND PROSTHETICS,1145 S UTICA AVE,TULSA,OK,74104,5396644422,74104,1145 S UTICA AVE,335E00000X
1255381471,2,ORTHOCARE SERVICES LLC,2305 S. I-35 SERVICE ROAD,MOORE,OK,73160,4057031472,73160,2305 S I-35 SERVICE ROAD,335E00000X
1992243752,2,"DREAM TEAM PROSTHETIC, LLC",7111 NIX DR,DUNCAN,OK,73533,5802552100,73533,7111 NIX DR,335E00000X
1134293095,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1109 WALNUT DR,ARDMORE,OK,73401,5802267900,73401,1109 WALNUT DR,335E00000X
1790246361,2,CAPITOL ORTHOPEDIC INC,5480 MAIN ST,DEL CITY,OK,73115,9133698734,73115,5480 MAIN ST,335E00000X
1679568125,2,TIM CARLTON PROSTHETICS INC.,9414 WESTGATE RD,OKLAHOMA CITY,OK,73162,4057217570,73162,9414 WESTGATE RD,335E00000X
1336128313,2,INNOVATIVE ORTHOTICS AND PROSTHETICS,6218 S LEWIS AVE,TULSA,OK,74136,9187452260,74136,6218 S LEWIS AVE,335E00000X
1649285214,2,"O'SULLIVAN ORTHOTICS, INC.",4250 BANNER RD,NOBLE,OK,73068,4059489381,73068,4250 BANNER RD,335E00000X
1548361132,2,SPECIALTY PROSTHETICS OF TULSA LLC,2521 S SHERIDAN RD,TULSA,OK,74129,9188327768,74129,2521 S SHERIDAN RD,335E00000X
1790900678,2,HEARTLAND ORTHOTIC & PROSTHETIC LAB,322 W MACARTHUR ST,SHAWNEE,OK,74804,4052141924,74804,322 W MACARTHUR ST,335E00000X
1083788947,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,6052 S SHERIDAN RD,TULSA,OK,74145,9184880400,74145,6052 S SHERIDAN RD,335E00000X
1770657637,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,4207 W MEMORIAL RD,OKLAHOMA CITY,OK,73134,4055254000,73134,4207 W MEMORIAL RD,335E00000X
1861566721,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1611 N STRONG BLVD,MCALESTER,OK,74501,9184231024,74501,1611 N STRONG BLVD,335E00000X
1043384902,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1904 SE WASHINGTON BLVD,BARTLESVILLE,OK,74006,9183336900,74006,1904 SE WASHINGTON BLVD,335E00000X
1700950664,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,3451 36TH AVE NW STE 180,NORMAN,OK,73072,4054475402,73072,3451 36TH AVE NW,335E00000X
1891869756,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,2116 E 15TH ST,TULSA,OK,74104,9187426464,74104,2116 E 15TH ST,335E00000X
1174697031,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1294 E DOWNING ST STE 3,TAHLEQUAH,OK,74464,9184311945,74464,1294 E DOWNING ST,335E00000X
1265506125,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,737 S 32ND ST,MUSKOGEE,OK,74401,9186871855,74401,737 S 32ND ST,335E00000X
1952475816,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,330 S 5TH ST STE 102,ENID,OK,73701,5802377654,73701,330 S 5TH ST,335E00000X
1093237711,2,ELEVATE ORTHOTICS AND PROSTHETICS LLC,5417 SPITZ DR,OKLAHOMA CITY,OK,73135,4059604422,73135,5417 SPITZ DR,335E00000X
1427279769,2,"FIRST STEPS ORTHOTICS AND PROSTHETICS, LLC",7424 S YALE AVE,TULSA,OK,74136,9184917373,74136,7424 S YALE AVE,335E00000X
1508363482,2,"PROGRESSIVE ORTHOTIC & PROSTHETIC SERVICES, INC",2121 S COLUMBIA AVE STE LL8,TULSA,OK,74114,9186631166,74114,2121 S COLUMBIA AVE,335E00000X
1538129143,2,"PROGRESSIVE ORTHOTIC & PROSTHETIC SERVICES, INC.",9511 E 46TH ST,TULSA,OK,74145,9186637077,74145,9511 E 46TH ST,335E00000X
1841776705,2,"PROGRESSIVE ORTHOTIC & PROSTHETIC SERVICES, INC",10 E 6TH ST.,GROVE,OK,74344,9187867701,74344,10 E 6TH ST,335E00000X
1124075833,2,SCOTT SABOLICH PROSTHETICS & RESEARCH LLC,10201 BROADWAY EXT,OKLAHOMA CITY,OK,73114,4054630203,73114,10201 BROADWAY EXT,335E00000X
1881937977,2,"CELERITY PROSTHETICS, LLC",1614 GREENBRIAR PL,OKLAHOMA CITY,OK,73159,4056053030,73159,1614 GREENBRIAR PL,335E00000X
1578637468,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,341 SE 3RD AVE,HILLSBORO,OR,97123,5036408477,97123,341 SE 3RD AVE,335E00000X
1750455895,2,HANGER PROSTHETICS & ORTHOTICS INC,2275 NE DOCTORS DR,BEND,OR,97701,5413890633,97701,2275 NE DOCTORS DR,335E00000X
1023188778,2,"ORTHOTIC PROSTHETIC ASSOCIATES, INC.",173 NE 102ND AVE,PORTLAND,OR,97220,5032525100,97220,173 NE 102ND AVE,335E00000X
1447329610,2,SPECTRUM PROSTHETICS AND ORTHOTICS INC,300 UNION AVE,GRANTS PASS,OR,97527,5419559678,97527,300 UNION AVE,335E00000X
1154432037,2,HANGER PROSTHETICS & ORTHOTICS,2603 CROSBY AVE,KLAMATH FALLS,OR,97603,5418836670,97603,2603 CROSBY AVE,335E00000X
1245284751,2,"SOUTH COAST ORTHOPAEDIC ASSOCIATES, PC",2699 N 17TH ST,COOS BAY,OR,97420,5412663600,97420,2699 N 17TH ST,207X00000X
1407811789,2,OREGON ARTIFICIAL LIMB CO.,21 NE SEVENTH AVE.,PORTLAND,OR,97232,5032314876,97232,21 NE SEVENTH AVE,335E00000X
1821273087,2,MERRIAM PROSTHETICS ORTHOTICS INC,1204 13TH ST,HOOD RIVER,OR,97031,5413864134,97031,1204 13TH ST,335E00000X
1255761789,2,RIGHT STEP ORTHOTICS LLC,601 N LARCH ST,SISTERS,OR,97759,5416360855,97759,601 N LARCH ST,335E00000X
1033534748,2,"WILLAMETTE ORTHOTICS & PROSTHETICS, LLC",1630 9TH AVE SE,ALBANY,OR,97322,5419677100,97322,1630 9TH AVE SE,335E00000X
1043321953,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,400 NW WALNUT BLVD,CORVALLIS,OR,97330,5417578543,97330,400 NW WALNUT BLVD,335E00000X
1033307707,2,WILLAMETTE ORTHOTICS & PROSTHETICS LLC,3011 NE WEST DEVILS LAKE RD,LINCOLN CITY,OR,97367,5419969588,97367,3011 NE WEST DEVILS LAKE RD,335E00000X
1104014877,2,WILLAMETTE ORTHOTICS & PROSTHETICS LLC,2200 NE NEFF RD STE 307,BEND,OR,97701,5413895422,97701,2200 NE NEFF RD,335E00000X
1821286501,2,WILLAMETTE ORTHOTICS & PROSTHETICS LLC,333 NW LARCH AVE STE 1,REDMOND,OR,97756,5039232552,97756,333 NW LARCH AVE,335E00000X
1639583198,2,MOBILITY SOLUTIONS PROSTHETICS AND ORTHOTICS LLC,441 UNION ST NE,SALEM,OR,97301,5033397096,97301,441 UNION ST NE,335E00000X
1851669584,2,"PEDIATRIC ORTHOTIC AND PROSTHETIC SERVICES - NORTHWEST, LLC",3101 SW SAM JACKSON PARK RD,PORTLAND,OR,97239,5032213430,97239,3101 SW SAM JACKSON PARK RD,335E00000X
1477593895,2,BARNHART PROSTHETIC AND ORTHOTIC SERVICES INC,1881 2ND STREET,SPRINGFIELD,OR,97477,5414855929,97477,1881 2ND STREET,335E00000X
1174522015,2,SPECTRUM ORTHOTICS & PROSTHETICS INC,1963 THOMPSON RD,COOS BAY,OR,97420,5412691773,97420,1963 THOMPSON RD,335E00000X
1801907613,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",1040 NW 22ND AVE,PORTLAND,OR,97210,5032870459,97210,1040 NW 22ND AVE,335E00000X
1487014551,2,SPECTRUM ORTHOTICS & PROSTHETICS INC,537 MURPHY RD,MEDFORD,OR,97504,5414146110,97504,537 MURPHY RD,335E00000X
1639367311,2,WILLAMETTE ORTHOTICS & PROSTHETICS LLC,400 NW WALNUT BLVD,CORVALLIS,OR,97330,5417382462,97330,400 NW WALNUT BLVD,335E00000X
1003046277,2,WILLAMETTE ORTHOTICS & PROSTHETICS LLC,935 WILLAGILLESPIE RD,EUGENE,OR,97401,5417430612,97401,935 WILLAGILLESPIE RD,335E00000X
1659569325,2,WILLAMETTE ORTHOTICS & PROSTHETICS LLC,345 SE NORTON LN STE A,MCMINNVILLE,OR,97128,5034744434,97128,345 SE NORTON LN,335E00000X
1942757117,2,WILLAMETTE ORTHOTICS & PROSTHETICS LLC,1310 MERIDIAN DR,WOODBURN,OR,97071,5033646006,97071,1310 MERIDIAN DR,335E00000X
1871543181,2,"HORIZON PROSTHETIC LABORATORIES, LLC",8033 SW CIRRUS DR BLDG 21F,BEAVERTON,OR,97008,5036263163,97008,8033 SW CIRRUS DR,335E00000X
1912418609,2,"OREGON ORTHOTIC SERVICES, INC",8880 SW NIMBUS AVE STE A,BEAVERTON,OR,97008,8779717272,97008,8880 SW NIMBUS AVE,335E00000X
1770694648,2,"HANGER PROSTHETICS & ORTHOTICS, INC.",9450 SW BARNES RD STE 160,PORTLAND,OR,97225,5035939955,97225,9450 SW BARNES RD,335E00000X
1609185768,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",5050 NE HOYT ST STE B50,PORTLAND,OR,97213,5034339040,97213,5050 NE HOYT ST,335E00000X
1740365840,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",10117 SE SUNNYSIDE RD STE L,CLACKAMAS,OR,97015,5035715841,97015,10117 SE SUNNYSIDE RD,335E00000X
